Country	Station Name	Period	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
NEW ZEALAND	THORNTON EAST	1961-1990	91.3	93.2	129.2	88.7	106.2	134.7	116.8	133.4	106.5	88.9	91.7	109.2
NEW ZEALAND	EDGECUMBE	1961-1990	95.1	94.5	135.4	101.0	116.7	143.0	124.7	141.5	117.3	99.1	98.0	119.9
NEW ZEALAND	RUKUHANGA STN	1961-1990	90.7	83.7	132.7	120.0	137.1	161.9	166.5	175.5	136.1	105.1	100.7	103.7
NEW ZEALAND	LOTTIN POINT	1961-1990	99.2	79.9	157.0	108.9	137.8	178.7	179.2	204.8	169.7	113.1	121.1	104.7
NEW ZEALAND	MATARAU	1961-1990	156.2	117.0	194.2	187.6	209.8	242.3	254.5	282.0	237.3	188.6	168.3	176.2
NEW ZEALAND	PUTARURU,LICHFIELD	1961-1990	104.7	95.3	99.8	105.3	121.6	141.5	156.7	138.0	142.4	118.2	121.6	142.0
NEW ZEALAND	MAMAKU	1961-1990	142.6	129.2	169.4	147.2	171.4	203.7	201.4	209.0	186.5	169.6	165.6	179.5
NEW ZEALAND	NGONGATAHA,DALBETH RD	1961-1990	121.0	127.9	163.3	129.9	148.7	181.4	165.0	191.8	169.8	147.7	145.5	159.9
NEW ZEALAND	LAKE ROTOMA	1961-1990	144.6	162.7	205.3	158.3	167.1	225.1	210.8	244.4	209.4	166.6	171.8	175.3
NEW ZEALAND	MAHOETAHI MANAWAHE	1961-1990	157.6	165.0	225.2	173.7	169.0	253.8	199.6	251.9	213.2	180.4	184.1	182.7
NEW ZEALAND	AWAKERI	1961-1990	87.9	90.0	135.7	93.5	115.4	130.6	121.3	130.1	110.6	96.8	100.3	115.4
NEW ZEALAND	TE TEKO	1961-1990	97.6	110.6	140.3	104.7	122.8	150.2	129.4	157.9	129.9	107.7	106.9	115.9
NEW ZEALAND	NGAKURU	1961-1990	95.4	86.7	98.5	94.5	100.0	125.5	115.2	123.6	109.4	104.7	98.1	113.3
NEW ZEALAND	WAIOTAPU FOREST	1961-1990	99.0	105.6	119.0	100.9	115.2	131.7	129.7	141.1	128.9	112.0	102.2	117.4
NEW ZEALAND	KOPURIKI	1961-1990	105.0	95.0	115.1	104.4	119.2	127.9	117.0	131.9	119.2	119.7	108.2	127.3
NEW ZEALAND	KOPURIKI,GRANT RD	1961-1990	100.7	98.3	104.5	98.3	108.2	116.8	115.4	129.3	112.6	107.8	98.2	125.3
NEW ZEALAND	KAINGAROA FOREST	1961-1990	118.9	108.0	127.3	113.8	132.2	142.7	128.2	153.3	134.9	124.8	120.6	141.5
NEW ZEALAND	MURUPARA	1961-1990	105.5	101.6	108.4	97.6	110.1	120.1	109.4	121.4	116.1	96.6	92.6	133.9
NEW ZEALAND	GALATEA	1961-1990	104.0	92.3	100.9	95.3	110.4	107.3	101.9	116.0	100.9	102.9	94.1	122.2
NEW ZEALAND	WAIRAPUKAO FOREST	1961-1990	105.7	96.0	107.3	101.0	116.4	130.7	121.9	128.5	119.1	110.0	99.1	138.0
NEW ZEALAND	TAUPO NZED	1961-1990	90.0	80.9	85.1	75.5	93.2	104.9	108.5	111.6	102.1	96.9	84.9	114.5
NEW ZEALAND	WAIRAKEI POWER STN	1961-1990	84.9	86.3	97.7	84.5	96.4	112.5	115.5	117.0	109.5	95.1	92.2	124.4
NEW ZEALAND	WAIRAKEI RESEARCH STN	1961-1990	83.0	85.3	97.8	80.1	99.3	109.7	115.3	116.8	110.0	94.1	92.5	123.7
NEW ZEALAND	MINGINUI FOREST	1961-1990	128.7	106.3	102.2	108.7	115.4	129.7	127.1	147.0	138.4	122.6	111.6	143.3
NEW ZEALAND	WAIMIHIA FOREST	1961-1990	122.9	112.9	126.6	111.4	138.7	156.6	160.0	155.8	155.5	143.3	124.0	155.7
NEW ZEALAND	WHAKATANE,WAINUI	1961-1990	110.8	99.9	142.0	107.8	123.7	147.5	133.5	153.3	130.5	116.4	119.3	148.8
NEW ZEALAND	OPOURIAO	1961-1990	113.4	105.3	152.3	113.9	130.1	159.6	141.9	165.0	134.0	120.9	129.8	139.3
NEW ZEALAND	OPOTIKI	1961-1990	86.6	79.8	133.5	100.4	112.5	133.9	116.4	141.0	114.0	98.0	99.8	123.3
NEW ZEALAND	WAIMANA	1961-1990	125.4	108.5	154.9	123.1	141.8	166.5	148.3	181.4	147.9	134.8	135.3	153.4
NEW ZEALAND	MOTU	1961-1990	137.6	108.1	144.8	157.0	189.4	205.9	200.9	220.8	194.3	168.9	153.1	172.4
NEW ZEALAND	AUCKLAND,MANGERE	1961-1990	73.0	82.3	86.9	99.4	110.8	130.1	132.0	121.6	97.2	86.7	93.3	87.9
NEW ZEALAND	AUCKLAND,OTARA	1961-1990	81.0	89.4	86.8	103.1	108.5	129.7	127.7	117.9	102.9	83.5	88.1	87.2
NEW ZEALAND	KINGSEAT	1961-1990	82.5	83.1	86.9	103.0	122.4	135.1	141.8	124.8	107.5	92.4	96.1	93.2
NEW ZEALAND	WAIUKU	1961-1990	88.4	80.9	101.7	107.2	127.7	149.5	152.4	131.9	115.2	98.5	102.8	106.7
NEW ZEALAND	PUKEKOHE BC	1961-1990	93.2	90.2	101.7	109.2	119.5	136.4	140.5	129.5	119.4	102.0	111.9	106.8
NEW ZEALAND	WAIUKU FOREST	1961-1990	81.7	78.9	94.9	104.1	124.9	145.2	146.9	127.0	117.8	93.3	93.2	107.7
NEW ZEALAND	ONEWHERO	1961-1990	89.5	86.6	104.5	110.7	126.8	145.0	147.4	128.5	124.0	115.5	108.2	116.4
NEW ZEALAND	ONEWHERO, GLENIFFER	1961-1990	102.5	100.6	116.1	125.1	145.5	167.0	166.6	146.6	135.3	126.1	119.2	125.1
NEW ZEALAND	MARAMARUA FOREST	1961-1990	79.6	89.7	98.3	94.2	108.6	120.9	127.5	128.5	108.5	93.8	94.0	101.0
NEW ZEALAND	TE KAUWHATA MAF	1961-1990	78.9	75.5	86.0	89.1	109.3	115.4	112.3	110.7	100.3	87.9	83.3	96.7
NEW ZEALAND	HUNTLY	1961-1990	79.4	81.0	94.3	102.5	113.6	133.6	135.4	124.0	115.4	101.2	98.8	111.0
NEW ZEALAND	HAMILTON,RIVER RD	1961-1990	86.8	80.3	100.2	97.9	122.2	140.4	142.1	129.7	115.8	108.4	106.0	111.2
NEW ZEALAND	RUAKURA	1961-1990	86.7	76.0	89.5	90.7	105.6	121.4	122.7	116.7	103.0	94.8	91.5	99.3
NEW ZEALAND	WHATAWHATA	1961-1990	106.4	95.8	116.8	117.3	142.7	164.7	166.7	161.6	138.7	136.8	123.1	121.0
NEW ZEALAND	NGAHINAPOURI	1961-1990	90.5	82.8	95.1	97.2	117.4	133.9	137.8	132.9	120.0	114.4	105.1	111.1
NEW ZEALAND	CAMBRIDGE,WHITEHALL	1961-1990	79.7	82.6	96.4	86.4	110.0	123.0	126.3	124.9	106.1	95.2	95.9	96.7
NEW ZEALAND	ROTO O RANGI 2	1961-1990	83.6	83.3	86.5	85.2	101.1	112.6	122.1	114.0	106.8	98.3	95.1	108.4
NEW ZEALAND	CAMBRIDGE	1961-1990	83.1	82.8	86.4	83.3	101.4	110.2	120.0	115.1	102.5	96.6	95.1	105.8
NEW ZEALAND	KARAPIRO	1961-1990	79.9	84.3	88.8	85.9	103.6	117.5	125.6	121.7	108.1	100.3	101.5	102.8
NEW ZEALAND	KAWHIA	1961-1990	85.3	87.4	95.1	106.9	128.0	155.5	148.8	122.3	116.4	112.0	100.9	101.2
NEW ZEALAND	MAROKOPA	1961-1990	86.3	78.1	107.9	109.5	142.2	159.3	155.1	131.1	123.7	115.1	109.6	102.7
NEW ZEALAND	DUMBRECK	1961-1990	157.4	120.3	152.7	163.6	226.0	247.7	250.8	212.9	224.2	219.7	192.7	179.5
NEW ZEALAND	PIOPIO,CUMBRAE	1961-1990	151.6	127.7	164.1	182.3	260.5	276.2	274.7	246.6	245.5	240.5	216.5	192.2
NEW ZEALAND	GLENOCHY	1961-1990	132.2	102.5	136.7	158.7	222.0	235.4	238.9	206.5	210.0	198.5	182.0	158.8
NEW ZEALAND	MOKAU,MOHAKATINO STN	1961-1990	105.9	92.5	109.7	126.5	151.0	160.3	152.6	136.0	124.2	126.4	130.8	116.8
NEW ZEALAND	URUTI	1961-1990	143.1	135.6	142.5	145.0	185.8	192.0	195.7	189.1	183.9	182.6	173.3	172.0
NEW ZEALAND	TATU	1961-1990	126.8	95.7	133.8	129.6	177.2	185.3	186.3	176.2	174.7	176.4	170.1	160.6
NEW ZEALAND	NGUTUNUI	1961-1990	133.6	116.8	164.8	150.3	206.2	238.1	236.9	220.4	203.0	206.1	173.1	162.2
NEW ZEALAND	MT PIRONGIA MAKEOKEO	1961-1990	138.7	118.6	160.2	159.1	200.6	243.7	254.4	237.1	213.8	208.3	175.1	171.0
NEW ZEALAND	OTOROHANGA, GLENBROOK	1961-1990	99.0	85.2	102.4	104.0	132.0	153.3	153.8	144.6	127.7	123.9	108.6	115.3
NEW ZEALAND	OTOROHANGA	1961-1990	100.1	79.1	101.7	102.1	126.7	139.7	143.7	134.0	125.5	106.4	104.7	112.8
NEW ZEALAND	RANGITOTO	1961-1990	133.6	108.6	121.3	126.6	163.4	176.7	186.6	173.0	163.1	173.6	156.8	161.5
NEW ZEALAND	MARAETAI	1961-1990	107.6	83.7	101.6	93.5	128.0	140.8	143.3	144.5	134.9	127.0	119.2	130.0
NEW ZEALAND	WHAKAMARU NZED	1961-1990	103.5	82.7	92.0	85.2	111.5	123.6	129.4	124.2	121.0	111.7	110.9	118.7
NEW ZEALAND	ARIA, GLENBURN	1961-1990	109.4	84.3	111.3	113.9	155.7	163.1	159.4	140.5	137.6	132.6	117.0	115.5
NEW ZEALAND	TAPUWAE	1961-1990	123.7	90.8	118.5	119.2	160.0	169.4	175.3	162.9	166.5	161.0	146.3	153.7
NEW ZEALAND	PUREORA FOREST	1961-1990	120.8	99.6	119.1	113.5	159.2	183.0	191.4	176.9	168.1	160.0	144.7	153.1
NEW ZEALAND	ONGARUE	1961-1990	113.5	78.4	94.2	109.3	137.6	147.3	152.4	135.1	147.1	124.4	123.3	138.0
NEW ZEALAND	NGAPUKE	1961-1990	91.3	80.1	84.3	84.8	120.4	119.9	126.6	112.8	125.4	110.7	111.3	129.0
NEW ZEALAND	KURATAU	1961-1990	96.9	80.2	101.8	85.2	121.8	129.6	134.4	132.0	119.2	109.4	102.5	120.4
NEW ZEALAND	HINEMAIAIA DAM	1961-1990	113.4	96.3	112.9	92.9	120.7	123.9	116.1	128.6	115.2	125.4	113.0	137.6
NEW ZEALAND	PUKEITI	1961-1990	230.5	193.4	244.5	246.7	306.6	295.0	323.3	296.6	280.2	300.0	265.8	244.9
NEW ZEALAND	WAITARA	1961-1990	97.5	90.6	105.3	109.4	133.5	144.4	149.7	125.0	108.6	106.6	106.2	101.0
NEW ZEALAND	INGLEWOOD	1961-1990	179.9	140.2	176.6	165.0	209.7	223.8	222.9	215.1	196.2	211.6	197.8	185.0
NEW ZEALAND	TARATA	1961-1990	138.6	110.3	141.6	134.9	164.0	179.3	180.8	172.0	156.7	148.2	156.5	147.2
NEW ZEALAND	PURANGI	1961-1990	161.0	117.5	158.6	150.8	190.7	202.2	207.2	197.8	182.3	193.1	185.0	170.0
NEW ZEALAND	TARIKI HYDRO	1961-1990	188.7	145.3	179.8	172.6	212.9	232.5	235.1	228.1	210.8	220.3	215.5	189.2
NEW ZEALAND	TE WERA FOREST	1961-1990	152.2	103.5	127.1	131.6	162.1	168.3	176.0	165.9	171.4	154.9	152.7	155.5
NEW ZEALAND	TONGARIRO HATCHERY	1961-1990	144.3	110.6	139.5	115.4	158.3	172.7	176.8	168.5	164.0	161.1	153.6	161.5
NEW ZEALAND	DESERT ROAD TEAROOMS	1961-1990	216.8	149.8	226.1	209.5	267.5	282.8	293.5	267.1	266.3	225.4	206.8	241.8
NEW ZEALAND	TE REHUNGA	1961-1990	100.0	91.3	124.3	114.1	146.3	156.1	168.6	139.5	156.8	144.2	120.1	131.6
NEW ZEALAND	WAIPUNA WOODVILLE	1961-1990	84.7	80.7	96.9	92.1	114.8	117.9	124.1	107.7	110.8	116.7	98.2	116.4
NEW ZEALAND	MAKOMAKO	1961-1990	112.7	96.2	117.2	109.3	145.8	166.8	163.6	138.7	140.7	152.3	121.0	129.3
NEW ZEALAND	HUKANUI	1961-1990	121.8	85.6	119.0	112.2	183.8	181.9	203.0	164.4	184.9	175.7	145.5	150.0
NEW ZEALAND	MANGAMAIRE	1961-1990	82.8	67.2	83.8	88.8	119.2	127.6	142.0	118.7	126.1	114.1	96.6	103.7
NEW ZEALAND	EASTRY STATION	1961-1990	71.3	58.8	78.3	81.8	110.3	120.1	132.5	115.1	109.2	95.7	80.3	97.1
NEW ZEALAND	WAIRERE, IHURAUA	1961-1990	63.7	58.8	76.7	79.3	110.5	118.7	129.6	116.1	103.2	76.4	69.2	83.4
NEW ZEALAND	KOPUARANGA STATION	1961-1990	77.2	71.2	97.4	99.2	136.8	138.0	146.8	135.2	125.7	107.6	100.9	104.2
NEW ZEALAND	MASTERTON,BAGSHOT STN	1961-1990	60.1	56.4	81.8	79.6	103.5	116.0	123.2	115.0	101.0	71.9	67.7	75.5
NEW ZEALAND	WILLOWLEA	1961-1990	52.9	51.9	78.3	76.3	98.2	116.1	122.2	107.0	86.5	70.3	63.9	75.6
NEW ZEALAND	PURUNUI, BLAIRLOGIE	1961-1990	49.3	55.1	90.5	73.9	108.6	120.2	125.8	117.0	94.6	64.6	57.4	73.0
NEW ZEALAND	NGAMOKO	1961-1990	116.4	107.1	154.5	132.9	153.7	167.5	177.1	164.1	167.0	144.5	129.8	164.1
NEW ZEALAND	KOPUA	1961-1990	71.2	65.5	98.8	79.2	90.8	101.0	116.4	100.3	89.3	80.8	72.0	104.9
NEW ZEALAND	MAHARAKEKE	1961-1990	69.8	56.2	90.0	82.8	76.1	106.6	100.8	95.8	81.4	61.2	59.3	92.5
NEW ZEALAND	TANIWHA	1961-1990	64.1	50.3	84.8	67.7	61.6	82.2	94.8	83.1	65.4	58.2	55.9	80.5
NEW ZEALAND	WAIPUKURAU AERO	1961-1990	50.5	61.5	81.6	61.4	59.0	81.4	92.9	76.4	67.4	50.2	52.7	74.1
NEW ZEALAND	WAIPUKURAU,WGTN RD	1961-1990	50.2	66.7	84.1	68.3	67.5	88.3	99.0	84.8	73.7	54.4	54.1	78.7
NEW ZEALAND	WAIWHERO STN	1961-1990	53.6	79.6	103.1	91.9	95.5	126.3	131.8	114.3	96.2	65.6	62.0	88.8
NEW ZEALAND	RUAROA	1961-1990	91.5	87.2	112.1	111.6	133.5	139.2	155.1	131.5	146.7	129.9	110.0	133.6
NEW ZEALAND	BYWELL STATION	1961-1990	82.6	75.0	117.6	101.7	106.5	127.9	148.0	135.1	129.6	89.5	76.6	113.9
NEW ZEALAND	FLEMINGTON,RED OAKS	1961-1990	55.0	51.4	85.4	68.0	75.3	83.6	100.8	85.1	75.0	55.5	51.4	79.3
NEW ZEALAND	ARAMOANA	1961-1990	56.0	77.3	96.0	89.0	99.4	130.3	127.2	113.5	86.9	70.9	58.8	79.2
NEW ZEALAND	DANNEVIRKE	1961-1990	69.5	63.7	90.4	82.9	91.6	96.9	111.5	94.8	90.1	85.3	74.1	102.6
NEW ZEALAND	WHARENUI,WILDER SETT	1961-1990	51.7	62.6	92.3	80.5	86.3	105.6	117.1	102.7	78.5	60.8	57.1	84.9
NEW ZEALAND	WAITAHORA	1961-1990	74.3	73.4	106.8	96.3	117.2	131.1	151.8	133.5	121.2	94.7	79.3	114.3
NEW ZEALAND	PORONGAHAU,GLEBELANDS	1961-1990	53.4	58.3	82.1	82.6	86.3	110.1	114.9	101.8	73.7	67.0	50.5	79.8
NEW ZEALAND	HERBERTVILLE,WOODBANK	1961-1990	58.5	72.8	100.8	94.0	109.7	138.0	139.7	125.9	96.4	71.8	63.6	90.2
NEW ZEALAND	TAWADALE, WIMBLEDON	1961-1990	61.6	74.8	115.6	108.1	125.0	154.3	164.6	143.9	116.1	80.3	68.8	95.4
NEW ZEALAND	TATARAMOA MAKURI	1961-1990	88.8	81.6	121.8	112.9	146.9	160.7	188.8	163.8	156.8	117.2	101.1	131.0
NEW ZEALAND	PONGAROA,GREEN HOLLOW	1961-1990	59.8	56.3	90.5	78.4	103.3	112.8	125.3	122.0	98.7	71.9	66.2	90.4
NEW ZEALAND	MARANGAI STATION	1961-1990	52.9	54.2	83.7	78.9	105.1	121.4	123.9	116.2	98.2	63.9	56.8	73.5
NEW ZEALAND	TINUI DOWNS STATION	1961-1990	48.2	58.2	93.5	82.7	106.4	135.8	135.7	127.9	102.3	65.1	56.5	72.2
NEW ZEALAND	BARING HEAD LIGHT	1961-1990	59.9	45.4	70.2	77.6	91.6	92.3	105.5	93.9	69.7	66.6	61.6	64.8
NEW ZEALAND	WOODSIDE 2	1961-1990	99.3	74.9	115.4	112.4	138.9	143.9	154.0	144.3	124.4	112.5	109.2	109.6
NEW ZEALAND	GREYTOWN P.O.	1961-1990	69.4	58.0	82.2	84.4	103.4	107.0	120.6	98.9	86.8	80.8	76.3	78.4
NEW ZEALAND	WAIRARAPA CADET FARM	1961-1990	50.0	46.0	70.3	64.4	85.5	95.9	96.9	86.3	68.9	60.4	57.2	61.8
NEW ZEALAND	GLADSTONE TE KOPI	1961-1990	51.0	44.4	69.1	65.0	90.2	98.6	108.8	98.0	77.1	57.8	55.6	61.3
NEW ZEALAND	NGAUMU FOREST	1961-1990	52.0	55.8	93.7	85.2	127.8	143.1	154.2	136.9	110.0	65.1	58.4	71.6
NEW ZEALAND	FEATHERSTON	1961-1990	89.2	61.7	92.8	97.2	107.7	120.9	132.2	122.1	98.0	84.5	87.3	89.8
NEW ZEALAND	TAUHERENIKAU	1961-1990	69.3	60.8	84.5	82.2	104.4	111.8	122.2	109.8	85.9	90.8	81.7	85.4
NEW ZEALAND	MARTINBOR,RIVERSIDE	1961-1990	49.2	41.8	66.5	65.5	77.4	88.3	93.8	88.3	65.3	55.3	54.2	63.2
NEW ZEALAND	THE DOWNS	1961-1990	49.8	49.0	67.3	68.0	90.1	99.6	109.4	96.3	71.4	61.1	54.4	67.1
NEW ZEALAND	GLADSTONE,BANNOCKBURN	1961-1990	53.8	44.7	68.6	65.3	94.1	106.8	113.4	103.0	77.8	60.6	54.4	67.2
NEW ZEALAND	LONGBUSH, ERINGA STN	1961-1990	49.9	54.7	80.6	84.3	114.7	127.6	139.6	127.9	93.6	67.4	62.9	77.8
NEW ZEALAND	WAIORONGOMAI	1961-1990	99.9	70.3	116.4	117.8	164.6	167.6	182.6	163.5	126.9	131.7	119.7	119.7
NEW ZEALAND	MAHAKI	1961-1990	49.9	35.1	64.7	60.9	78.5	84.6	88.6	80.2	58.9	54.7	51.8	62.1
NEW ZEALAND	MARTINBOROUGH	1961-1990	47.1	39.5	62.8	61.0	81.1	84.6	93.6	84.3	61.8	55.6	48.6	63.4
NEW ZEALAND	MARTINBORO,PURUATANGA	1961-1990	43.2	41.4	65.4	63.9	85.1	94.1	98.1	94.3	65.8	55.4	48.9	62.5
NEW ZEALAND	NGATAPA,WAINUIORU VY	1961-1990	52.9	54.5	83.4	85.5	119.2	138.5	145.2	137.8	98.5	66.8	61.7	70.8
NEW ZEALAND	HIKAWERA	1961-1990	56.4	55.0	94.7	93.2	124.7	145.3	148.6	143.6	97.8	71.1	70.2	79.4
NEW ZEALAND	WAIKOUKOU,LONGBUSH	1961-1990	45.7	44.4	68.0	70.7	93.9	108.3	118.1	108.7	77.0	56.6	54.1	64.4
NEW ZEALAND	TE WHARAU,WAIMOANA	1961-1990	59.8	59.8	92.4	87.7	116.3	131.8	135.0	122.1	83.1	67.4	65.2	64.5
NEW ZEALAND	PIRINOA	1961-1990	66.4	51.4	74.8	90.3	114.4	125.4	129.5	119.5	90.9	81.4	75.9	77.5
NEW ZEALAND	LAGOON HILL	1961-1990	63.8	62.9	97.0	107.8	143.0	166.5	165.0	168.3	113.8	84.9	74.7	84.6
NEW ZEALAND	TE WHARAU,GLENBURN	1961-1990	65.2	61.6	86.6	89.9	106.9	125.5	123.2	117.4	82.7	67.5	68.5	61.0
NEW ZEALAND	TE AWAITI STN	1961-1990	57.2	52.8	81.3	80.8	103.4	110.5	117.2	111.2	78.3	65.1	64.7	62.7
NEW ZEALAND	CAPE PALLISER	1961-1990	65.7	47.8	87.7	87.7	110.0	107.6	115.3	107.8	77.5	67.8	66.8	74.6
NEW ZEALAND	FERN GLEN	1961-1990	53.9	51.3	94.4	79.1	111.0	131.2	129.7	127.2	81.8	65.5	60.0	60.2
NEW ZEALAND	KATOA, WHAKAANGIANGI	1961-1990	154.0	133.4	204.5	212.6	232.9	286.3	270.9	310.3	259.4	168.3	162.3	190.5
NEW ZEALAND	RUATORIA	1961-1990	104.1	107.7	170.8	144.3	168.0	208.9	205.3	230.3	166.7	101.6	101.3	136.0
NEW ZEALAND	WAIPAOA	1961-1990	85.3	90.5	130.3	111.5	108.7	137.5	140.7	138.6	124.5	94.6	77.2	120.1
NEW ZEALAND	OTOKO	1961-1990	92.3	78.3	110.8	89.4	100.2	125.6	119.2	135.7	109.8	89.3	77.0	113.2
NEW ZEALAND	EASTWOOD HILL STN 2	1961-1990	68.8	70.6	104.0	80.0	86.4	117.4	115.9	122.0	100.9	69.0	62.7	81.3
NEW ZEALAND	NGATAPA,RERE RD	1961-1990	69.3	73.3	104.4	83.7	91.2	117.5	114.3	119.5	94.2	69.0	60.2	83.6
NEW ZEALAND	NGATAPA,TOTANGI RD	1961-1990	74.1	82.3	115.8	88.0	96.3	123.4	105.1	120.7	92.2	72.5	61.6	88.8
NEW ZEALAND	BECKINGTON,WAIHIRERE	1961-1990	61.6	68.3	105.8	88.5	82.5	113.0	113.1	105.8	95.7	61.0	54.2	74.8
NEW ZEALAND	WAERENGA O KURI 2	1961-1990	89.5	90.8	148.5	99.9	120.9	155.2	135.8	155.4	130.5	81.2	77.3	96.8
NEW ZEALAND	GISBORNE, MANUTUKE	1961-1990	60.7	64.4	91.7	77.2	84.0	110.8	105.1	105.8	86.0	58.9	51.1	67.6
NEW ZEALAND	MANGATAWHITI	1961-1990	103.7	129.8	160.9	150.3	141.1	168.7	158.4	168.8	149.8	101.1	94.3	140.0
NEW ZEALAND	PARIKANAPA	1961-1990	97.6	117.8	182.9	139.0	168.1	209.3	215.4	207.2	163.6	103.5	101.5	123.3
NEW ZEALAND	WAIKAREMOANA ONEPOTO	1961-1990	146.1	156.4	186.9	175.5	170.7	205.7	197.7	217.0	186.1	138.9	125.1	182.4
NEW ZEALAND	PIHANGA	1961-1990	82.9	108.1	134.9	137.9	141.3	165.1	169.7	166.3	133.9	91.4	86.7	118.1
NEW ZEALAND	WAIAU,HILLCREST	1961-1990	73.5	108.0	122.3	131.7	113.8	136.4	136.9	137.2	108.2	81.3	67.4	114.2
NEW ZEALAND	CLYDEBANK, FRASERTOWN	1961-1990	90.4	131.4	157.5	160.0	160.6	183.8	177.0	171.0	134.7	91.2	87.2	122.3
NEW ZEALAND	RUANGAREHU STN	1961-1990	97.2	100.6	170.4	130.6	138.9	172.5	183.7	210.1	160.7	94.1	90.0	118.2
NEW ZEALAND	TE PUIA SPRINGS	1961-1990	100.0	119.4	191.5	144.6	163.9	218.1	201.3	224.7	158.8	101.9	101.3	118.2
NEW ZEALAND	TOLAGA BAY,MANGATUNA	1961-1990	80.2	86.0	139.9	109.5	117.8	174.0	158.0	178.3	114.2	78.1	74.0	86.4
NEW ZEALAND	MOKAIRAU, PAKARAE	1961-1990	86.0	92.3	136.2	129.3	134.9	180.2	166.5	164.3	119.2	87.5	76.4	88.5
NEW ZEALAND	TE WAIRERE	1961-1990	108.5	117.6	178.9	148.4	123.6	182.5	187.4	173.1	164.8	106.0	95.6	150.5
NEW ZEALAND	RUKUMOANA	1961-1990	104.4	112.9	170.3	143.9	115.2	165.6	162.7	152.4	140.8	107.7	87.5	146.8
NEW ZEALAND	ESK FOREST	1961-1990	107.9	124.4	175.5	151.2	134.0	175.3	161.8	162.7	154.0	109.8	92.0	153.6
NEW ZEALAND	TUTIRA	1961-1990	82.2	101.4	153.2	124.6	108.4	152.9	149.2	141.8	125.7	85.6	69.4	119.4
NEW ZEALAND	TAREHA	1961-1990	98.0	112.8	173.3	137.6	118.4	168.9	146.1	156.7	136.2	96.8	83.7	129.1
NEW ZEALAND	WAIWHARE	1961-1990	82.7	90.4	136.5	95.0	78.0	118.1	114.7	117.7	107.3	79.5	78.2	126.0
NEW ZEALAND	TE HAU	1961-1990	86.5	100.3	143.9	106.5	86.4	134.3	124.2	125.5	114.8	86.1	80.9	129.6
NEW ZEALAND	ESKDALE	1961-1990	67.5	77.5	121.6	88.8	76.6	124.8	99.3	96.7	88.2	64.5	62.1	89.8
NEW ZEALAND	SHERENDEN	1961-1990	67.0	72.7	125.0	79.2	64.9	101.9	98.5	97.2	90.4	65.4	61.2	97.8
NEW ZEALAND	NAPIER NELSON PK	1961-1990	45.8	60.2	87.6	67.5	64.1	90.2	84.0	78.6	66.4	51.6	47.3	66.4
NEW ZEALAND	ROSE HILL	1961-1990	53.6	56.0	96.8	57.4	52.6	77.6	80.6	73.9	68.8	54.5	47.7	74.9
NEW ZEALAND	HAVELOCK NTH,TE MATA	1961-1990	46.1	59.8	76.0	77.2	59.0	94.2	90.3	89.9	66.0	50.1	41.1	70.2
NEW ZEALAND	SMEDLEY	1961-1990	85.1	102.8	156.4	107.9	101.8	117.4	127.4	141.2	129.5	100.4	91.9	130.1
NEW ZEALAND	GWAVAS	1961-1990	67.6	76.9	108.7	83.7	72.3	102.9	107.7	97.9	92.6	71.1	67.0	94.1
NEW ZEALAND	GWAVAS FOREST	1961-1990	79.5	87.6	133.7	90.0	81.7	113.7	122.4	113.6	107.8	79.4	75.6	114.7
NEW ZEALAND	WHAKARUA	1961-1990	58.1	66.4	98.9	68.1	61.8	90.3	93.3	89.1	77.2	59.1	54.3	83.3
NEW ZEALAND	KOPARAKORE	1961-1990	40.7	51.2	75.3	55.8	55.7	77.0	80.9	74.0	58.7	48.1	41.9	64.9
NEW ZEALAND	MOKOPEKA	1961-1990	60.1	72.1	98.7	97.2	81.9	125.4	114.2	110.6	82.4	63.2	50.4	85.6
NEW ZEALAND	TAURAPA	1961-1990	51.6	65.6	86.9	79.5	72.2	106.3	110.4	94.0	78.8	48.5	49.9	70.4
NEW ZEALAND	BLACKBURN	1961-1990	73.2	67.2	108.2	80.2	75.7	94.5	99.9	97.9	94.2	71.3	70.1	100.8
NEW ZEALAND	SPRINGHILL	1961-1990	68.6	72.8	109.6	78.6	73.3	97.5	102.6	99.9	89.5	71.5	68.3	96.3
NEW ZEALAND	TAHUNA	1961-1990	67.5	62.4	95.7	77.7	66.7	97.7	106.2	91.3	72.4	64.8	55.1	83.5
NEW ZEALAND	PATANGATA	1961-1990	46.6	54.8	80.0	66.7	65.7	90.1	97.8	83.8	69.5	51.8	48.3	71.1
NEW ZEALAND	HAPUA	1961-1990	62.6	69.8	106.7	98.2	90.8	126.5	138.1	121.4	99.6	62.0	52.8	79.2
NEW ZEALAND	ANAWAI	1961-1990	92.6	139.7	193.5	174.3	150.2	241.9	255.4	216.7	171.0	104.8	99.7	140.6
NEW ZEALAND	WAIMARAMA	1961-1990	54.7	61.7	81.4	77.2	77.2	112.2	105.9	98.1	79.5	58.8	51.3	74.2
NEW ZEALAND	ASHLEY CLINTON	1961-1990	97.0	82.5	139.5	101.1	109.8	123.1	131.6	130.5	118.6	98.2	93.5	130.0
NEW ZEALAND	MAKARETU NORTH	1961-1990	91.7	84.2	143.0	107.8	103.7	124.0	135.0	128.7	124.7	98.0	99.7	135.6
